Region,Date,Recoveries,Cases,Deaths,Retail_&_Recreation,Grocery_&_Pharmacy,Parks,Transit_stations,Workplaces,Residential,Vaccinated,Fully_Vaccinated,Revaccinated
77,3/12/2020,0,21,0,5,5,17,5,2,-1,0,0,0
77,3/13/2020,0,26,0,-1,1,-10,0,0,1,0,0,0
77,3/14/2020,0,35,0,4,7,-11,5,6,-1,0,0,0
77,3/15/2020,1,35,0,-5,5,-34,-5,1,1,0,0,0
77,3/16/2020,1,53,0,3,15,8,1,-3,1,0,0,0
77,3/17/2020,1,55,0,5,29,24,-3,-9,2,0,0,0
77,3/18/2020,1,86,0,-3,15,12,-8,-13,4,0,0,0
77,3/19/2020,1,98,0,-8,7,13,-12,-16,5,0,0,0
77,3/20/2020,5,131,0,-13,0,-10,-15,-18,6,0,0,0
77,3/21/2020,8,137,0,-20,-7,-38,-18,-7,3,0,0,0
77,3/22/2020,8,191,0,-21,-5,-28,-20,-4,2,0,0,0
77,3/23/2020,9,262,0,-17,-6,-11,-23,-25,8,0,0,0
77,3/24/2020,9,290,0,-16,-4,1,-22,-26,9,0,0,0
77,3/25/2020,14,410,2,-14,1,14,-21,-27,8,0,0,0
77,3/26/2020,15,546,2,-15,2,22,-22,-29,8,0,0,0
77,3/27/2020,18,703,3,-19,-1,7,-23,-30,8,0,0,0
77,3/28/2020,18,817,5,-50,-18,-25,-36,-27,6,0,0,0
77,3/29/2020,28,1014,6,-57,-22,-35,-44,-26,5,0,0,0
77,3/30/2020,28,1226,6,-63,-36,-63,-66,-66,25,0,0,0
77,3/31/2020,70,1613,11,-67,-41,-67,-69,-70,28,0,0,0
77,4/1/2020,115,1880,16,-67,-40,-67,-70,-71,29,0,0,0
77,4/2/2020,140,2475,19,-67,-38,-66,-71,-71,29,0,0,0
77,4/3/2020,168,2923,20,-67,-38,-66,-70,-70,30,0,0,0
77,4/4/2020,194,3357,27,-70,-43,-76,-67,-47,15,0,0,0
77,4/5/2020,198,3893,29,-70,-41,-75,-67,-41,12,0,0,0
77,4/6/2020,206,4484,29,-63,-35,-60,-66,-65,26,0,0,0
77,4/7/2020,222,5181,31,-60,-31,-53,-64,-65,25,0,0,0
77,4/8/2020,270,5841,31,-62,-35,-57,-64,-65,25,0,0,0
77,4/9/2020,313,6698,38,-60,-30,-46,-61,-64,24,0,0,0
77,4/10/2020,350,7822,50,-63,-34,-60,-63,-64,25,0,0,0
77,4/11/2020,499,8852,58,-66,-36,-76,-62,-41,13,0,0,0
77,4/12/2020,687,10158,72,-64,-30,-69,-60,-32,9,0,0,0
77,4/13/2020,837,11513,82,-64,-38,-60,-67,-66,26,0,0,0
77,4/14/2020,1016,13002,95,-64,-36,-65,-68,-66,26,0,0,0
77,4/15/2020,1205,14776,106,-69,-44,-69,-71,-69,29,0,0,0
77,4/16/2020,1394,16146,113,-69,-42,-71,-73,-69,30,0,0,0
77,4/17/2020,1517,18105,127,-67,-38,-70,-72,-68,30,0,0,0
77,4/18/2020,1679,20754,148,-70,-41,-81,-71,-48,17,0,0,0
77,4/19/2020,1763,24324,176,-75,-50,-78,-72,-45,13,0,0,0
77,4/20/2020,1838,26350,204,-66,-42,-63,-70,-67,27,0,0,0
77,4/21/2020,2057,29433,233,-64,-37,-62,-68,-66,27,0,0,0
77,4/22/2020,2267,31981,261,-66,-41,-67,-70,-67,28,0,0,0
77,4/23/2020,2448,33940,288,-64,-36,-62,-68,-66,27,0,0,0
77,4/24/2020,2735,36897,325,-66,-39,-67,-69,-66,28,0,0,0
77,4/25/2020,3047,39509,366,-69,-43,-78,-68,-45,15,0,0,0
77,4/26/2020,3175,42480,404,-67,-37,-66,-64,-36,10,0,0,0
77,4/27/2020,3524,45351,435,-63,-37,-57,-66,-65,25,0,0,0
77,4/28/2020,4130,48426,479,-61,-32,-55,-65,-64,25,0,0,0
77,4/29/2020,4610,50646,546,-61,-33,-59,-65,-64,25,0,0,0
77,4/30/2020,5135,53739,611,-57,-26,-54,-62,-63,23,0,0,0
77,5/1/2020,5766,57300,658,-66,-38,-58,-72,-78,29,0,0,0
77,5/2/2020,6374,62658,695,-70,-45,-70,-66,-40,12,0,0,0
77,5/3/2020,7029,68606,729,-68,-40,-61,-62,-24,7,0,0,0
77,5/4/2020,7573,74401,764,-66,-41,-57,-72,-77,26,0,0,0
77,5/5/2020,7870,80115,816,-65,-37,-54,-71,-76,25,0,0,0
77,5/6/2020,8458,85973,866,-63,-37,-59,-65,-65,24,0,0,0
77,5/7/2020,9227,92676,905,-61,-32,-51,-64,-64,24,0,0,0
77,5/8/2020,10259,98522,956,-63,-35,-61,-65,-64,25,0,0,0
77,5/9/2020,12779,104189,1010,-70,-44,-70,-66,-42,13,0,0,0
77,5/10/2020,13790,109740,1068,-68,-41,-68,-63,-25,8,0,0,0
77,5/11/2020,17822,115909,1124,-57,-26,-29,-65,-75,20,0,0,0
77,5/12/2020,19642,121301,1179,-59,-33,-51,-59,-58,20,0,0,0
77,5/13/2020,21506,126004,1232,-58,-31,-54,-60,-59,22,0,0,0
77,5/14/2020,23327,130716,1290,-58,-30,-50,-59,-58,22,0,0,0
77,5/15/2020,24562,135464,1358,-58,-29,-51,-57,-57,21,0,0,0
77,5/16/2020,26032,138969,1432,-63,-36,-68,-57,-30,9,0,0,0
77,5/17/2020,27490,142824,1503,-63,-34,-64,-57,-22,6,0,0,0
77,5/18/2020,28913,146062,1580,-58,-32,-54,-58,-57,20,0,0,0
77,5/19/2020,31496,149607,1651,-55,-27,-47,-56,-56,20,0,0,0
77,5/20/2020,36936,152306,1726,-56,-29,-49,-55,-56,20,0,0,0
77,5/21/2020,40682,155219,1794,-56,-28,-52,-57,-57,20,0,0,0
77,5/22/2020,43582,158207,1867,-58,-30,-56,-58,-56,21,0,0,0
77,5/23/2020,47413,161397,1934,-62,-34,-70,-56,-29,10,0,0,0
77,5/24/2020,49840,163913,1993,-61,-31,-63,-55,-23,5,0,0,0
77,5/25/2020,53586,166473,2034,-51,-23,-28,-51,-54,17,0,0,0
77,5/26/2020,61619,169303,2110,-52,-23,-31,-51,-53,17,0,0,0
77,5/27/2020,67458,171443,2183,-52,-23,-30,-50,-53,17,0,0,0
77,5/28/2020,71251,173497,2254,-49,-19,-16,-48,-52,15,0,0,0
77,5/29/2020,74725,175829,2330,-59,-34,-57,-56,-54,19,0,0,0
77,5/30/2020,78324,178196,2408,-56,-28,-48,-47,-18,4,0,0,0
77,5/31/2020,80179,180791,2477,-63,-36,-71,-56,-18,3,0,0,0
77,6/1/2020,82239,183088,2553,-44,-20,-41,-46,-49,14,0,0,0
77,6/2/2020,88269,185374,2624,-45,-22,-42,-46,-49,16,0,0,0
77,6/3/2020,91654,187216,2685,-44,-21,-39,-45,-49,16,0,0,0
77,6/4/2020,94715,189214,2749,-41,-16,-21,-42,-48,14,0,0,0
77,6/5/2020,97358,191069,2806,-45,-21,-36,-43,-48,14,0,0,0
77,6/6/2020,100431,193061,2864,-44,-20,-26,-34,-11,1,0,0,0
77,6/7/2020,102714,195017,2919,-39,-13,5,-30,0,-3,0,0,0
77,6/8/2020,104347,197018,2970,-34,-11,34,-36,-44,9,0,0,0
77,6/9/2020,109737,198590,3029,-29,-8,39,-31,-42,8,0,0,0
77,6/10/2020,113533,199785,3085,-34,-13,4,-33,-42,8,0,0,0
77,6/11/2020,115769,201221,3138,-26,-2,43,-27,-42,5,0,0,0
77,6/12/2020,118024,202935,3187,-41,-22,6,-48,-67,13,0,0,0
77,6/13/2020,119558,204428,3231,-46,-29,-40,-39,-10,0,0,0,0
77,6/14/2020,121691,205905,3281,-34,-12,12,-21,7,-8,0,0,0
77,6/15/2020,123240,207264,3334,-26,-7,32,-26,-40,5,0,0,0
77,6/16/2020,126114,208680,3386,-23,-3,55,-22,-39,5,0,0,0
77,6/17/2020,128385,209745,3434,-25,-4,56,-22,-40,5,0,0,0
77,6/18/2020,130431,210785,3483,-28,-7,43,-24,-40,5,0,0,0
77,6/19/2020,132434,211921,3531,-32,-11,24,-26,-40,6,0,0,0
77,6/20/2020,134549,212978,3565,-39,-21,-19,-25,-3,-3,0,0,0
77,6/21/2020,135556,213946,3597,-31,-11,-1,-19,5,-6,0,0,0
77,6/22/2020,136670,215014,3617,-23,-6,53,-21,-40,4,0,0,0
77,6/23/2020,139248,216095,3643,-18,-3,50,-18,-40,3,0,0,0
77,6/24/2020,141268,216906,3657,-18,-5,116,-31,-64,11,0,0,0
77,6/25/2020,142194,217791,3669,-23,-10,21,-22,-40,4,0,0,0
77,6/26/2020,144191,218604,3694,-25,-10,37,-21,-40,3,0,0,0
77,6/27/2020,146043,219354,3714,-32,-20,15,-18,-4,-7,0,0,0
77,6/28/2020,147095,220071,3738,-27,-11,17,-14,8,-9,0,0,0
77,6/29/2020,148102,220853,3761,-17,-6,44,-18,-38,2,0,0,0
77,6/30/2020,150397,221598,3796,-14,-1,54,-14,-38,2,0,0,0
77,7/1/2020,152193,222209,3831,-12,-1,64,-29,-64,10,0,0,0
77,7/2/2020,153248,222871,3870,-23,-12,5,-20,-39,4,0,0,0
77,7/3/2020,154839,223530,3904,-27,-15,-5,-21,-40,4,0,0,0
77,7/4/2020,156459,224210,3929,-29,-16,-12,-19,-6,-5,0,0,0
77,7/5/2020,157020,224860,3953,-24,-9,27,-10,4,-9,0,0,0
77,7/6/2020,157652,225545,3975,-16,-4,70,-16,-40,1,0,0,0
77,7/7/2020,159718,226174,3999,-19,-7,38,-17,-40,3,0,0,0
77,7/8/2020,160913,226795,4027,-20,-10,9,-20,-39,3,0,0,0
77,7/9/2020,162086,227363,4059,-17,-5,29,-18,-39,3,0,0,0
77,7/10/2020,163093,228000,4087,-21,-9,32,-17,-39,1,0,0,0
77,7/11/2020,164095,228678,4116,-29,-19,9,-15,-6,-8,0,0,0
77,7/12/2020,164560,229357,4143,-24,-11,24,-10,3,-10,0,0,0
77,7/13/2020,164954,230029,4168,-18,-9,24,-19,-40,2,0,0,0
77,7/14/2020,165966,230642,4205,-22,-14,-8,-21,-41,4,0,0,0
77,7/15/2020,167810,231270,4234,-18,-9,-6,-19,-39,3,0,0,0
77,7/16/2020,168955,231801,4258,-17,-8,-6,-19,-40,3,0,0,0
77,7/17/2020,169637,232376,4271,-22,-12,9,-20,-40,3,0,0,0
77,7/18/2020,170180,232954,4285,-27,-20,-16,-17,-8,-5,0,0,0
77,7/19/2020,170539,233545,4299,-22,-12,13,-10,1,-9,0,0,0
77,7/20/2020,170918,234123,4314,-16,-8,33,-18,-38,2,0,0,0
77,7/21/2020,171771,234725,4331,-16,-9,20,-18,-39,3,0,0,0
77,7/22/2020,172939,235363,4350,-18,-11,13,-19,-39,3,0,0,0
77,7/23/2020,173392,235971,4364,-16,-8,25,-18,-39,2,0,0,0
77,7/24/2020,173854,236616,4375,-22,-14,11,-20,-40,2,0,0,0
77,7/25/2020,174415,237264,4389,-25,-20,8,-13,-8,-7,0,0,0
77,7/26/2020,174721,237947,4398,-23,-14,15,-10,0,-9,0,0,0
77,7/27/2020,174985,238641,4411,-20,-14,17,-19,-41,2,0,0,0
77,7/28/2020,175812,239315,4421,-13,-6,65,-15,-39,1,0,0,0
77,7/29/2020,176437,239986,4434,-18,-10,34,-17,-40,2,0,0,0
77,7/30/2020,177908,240664,4446,-16,-7,29,-17,-40,2,0,0,0
77,7/31/2020,179168,241359,4460,-21,-12,12,-18,-42,2,0,0,0
77,8/1/2020,180581,242049,4473,-27,-21,-13,-16,-13,-6,0,0,0
77,8/2/2020,181342,242713,4485,-22,-13,14,-9,-4,-9,0,0,0
77,8/3/2020,182184,243406,4498,-16,-8,49,-17,-41,1,0,0,0
77,8/4/2020,183640,244097,4510,-14,-6,57,-14,-41,1,0,0,0
77,8/5/2020,184969,244784,4521,-16,-7,50,-16,-40,1,0,0,0
77,8/6/2020,186223,245468,4534,-16,-7,52,-16,-40,1,0,0,0
77,8/7/2020,187576,246154,4546,-21,-13,33,-18,-41,0,0,0,0
77,8/8/2020,188854,246845,4560,-27,-21,9,-14,-12,-8,0,0,0
77,8/9/2020,189657,247534,4572,-21,-12,31,-7,-4,-11,0,0,0
77,8/10/2020,190555,248228,4585,-17,-10,41,-17,-41,0,0,0,0
77,8/11/2020,191598,248922,4599,-14,-8,31,-16,-41,1,0,0,0
77,8/12/2020,192686,249611,4611,-18,-12,2,-19,-41,2,0,0,0
77,8/13/2020,193473,250303,4622,-20,-13,-12,-21,-42,3,0,0,0
77,8/14/2020,194823,250991,4633,-21,-13,4,-19,-42,2,0,0,0
77,8/15/2020,196098,251686,4645,-23,-18,-4,-12,-14,-7,0,0,0
77,8/16/2020,197143,252374,4656,-19,-11,17,-6,-6,-9,0,0,0
77,8/17/2020,197962,253064,4666,-14,-8,46,-15,-40,1,0,0,0
77,8/18/2020,199117,253757,4677,-13,-7,46,-14,-39,1,0,0,0
77,8/19/2020,200359,254448,4687,-16,-10,30,-16,-39,1,0,0,0
77,8/20/2020,201567,255136,4698,-15,-8,37,-15,-39,1,0,0,0
77,8/21/2020,202727,255826,4710,-20,-13,30,-16,-40,0,0,0,0
77,8/22/2020,203821,256513,4720,-25,-20,11,-11,-13,-8,0,0,0
77,8/23/2020,204786,257124,4731,-18,-11,33,-3,-5,-11,0,0,0
77,8/24/2020,205649,257749,4741,-15,-9,34,-15,-39,0,0,0,0
77,8/25/2020,206804,258430,4753,-10,-4,54,-10,-38,0,0,0,0
77,8/26/2020,208193,259070,4764,-18,-12,-3,-15,-38,2,0,0,0
77,8/27/2020,209628,259707,4776,-11,-5,33,-11,-38,1,0,0,0
77,8/28/2020,210908,260361,4786,-17,-10,9,-14,-38,2,0,0,0
77,8/29/2020,212301,261038,4798,-17,-13,-1,-7,-14,-7,0,0,0
77,8/30/2020,213205,261733,4809,-11,-3,22,2,-6,-9,0,0,0
77,8/31/2020,214121,262418,4821,-1,6,80,-4,-37,0,0,0,0
77,9/1/2020,215383,263059,4832,-4,3,49,-5,-38,0,0,0,0
77,9/2/2020,216742,263684,4844,-12,-3,29,-8,-36,0,0,0,0
77,9/3/2020,217899,264374,4857,-10,-2,40,-7,-36,0,0,0,0
77,9/4/2020,219095,265066,4867,-14,-6,29,-8,-37,-1,0,0,0
77,9/5/2020,220407,265737,4878,-16,-13,19,-4,-16,-6,0,0,0
77,9/6/2020,221370,266357,4891,-10,-3,53,3,-9,-9,0,0,0
77,9/7/2020,222252,267047,4905,-12,-3,41,-8,-37,0,0,0,0
77,9/8/2020,223502,267742,4921,-18,-11,-8,-11,-38,1,0,0,0
77,9/9/2020,224840,268384,4933,-15,-7,-5,-11,-35,2,0,0,0
77,9/10/2020,226274,269079,4947,-14,-7,0,-11,-36,2,0,0,0
77,9/11/2020,227530,269777,4956,-13,-6,10,-9,-36,1,0,0,0
77,9/12/2020,228673,270447,4968,-13,-11,13,-3,-15,-6,0,0,0
77,9/13/2020,229573,271097,4982,-14,-7,-1,-4,-10,-7,0,0,0
77,9/14/2020,230397,271793,4993,-13,-5,12,-10,-29,1,0,0,0
77,9/15/2020,231483,272523,5006,-10,-2,24,-6,-29,1,0,0,0
77,9/16/2020,232706,273273,5016,-11,-4,26,-6,-29,1,0,0,0
77,9/17/2020,234029,274003,5025,-20,-15,-2,-11,-31,2,0,0,0
77,9/18/2020,235136,274808,5033,-16,-7,-10,-11,-31,3,0,0,0
77,9/19/2020,236055,275633,5044,-15,-10,-18,-6,-16,-3,0,0,0
77,9/20/2020,236947,276493,5057,-12,-5,-1,-2,-9,-5,0,0,0
77,9/21/2020,237935,277408,5069,-14,-6,7,-9,-29,2,0,0,0
77,9/22/2020,239126,278388,5084,-12,-4,25,-5,-28,2,0,0,0
77,9/23/2020,240352,279358,5100,-15,-6,24,-4,-26,1,0,0,0
77,9/24/2020,241656,280408,5115,-15,-6,25,-5,-27,1,0,0,0
77,9/25/2020,242883,281968,5129,-16,-7,17,-5,-27,1,0,0,0
77,9/26/2020,244006,283760,5146,-18,-14,9,0,-11,-6,0,0,0
77,9/27/2020,245132,285776,5164,-16,-7,20,4,-7,-8,0,0,0
77,9/28/2020,246074,287993,5180,-21,-12,-18,-9,-25,3,0,0,0
77,9/29/2020,247301,290293,5203,-16,-5,7,-6,-25,3,0,0,0
77,9/30/2020,248650,292601,5230,-16,-3,9,-4,-26,2,0,0,0
77,10/1/2020,249861,295025,5254,-16,-3,15,-5,-24,2,0,0,0
77,10/2/2020,251018,297729,5282,-18,-5,10,-5,-26,2,0,0,0
77,10/3/2020,252087,300613,5314,-19,-11,-1,-1,-13,-4,0,0,0
77,10/4/2020,253031,303940,5343,-15,-5,26,5,-8,-7,0,0,0
77,10/5/2020,253944,307477,5370,-17,-6,20,-9,-33,4,0,0,0
77,10/6/2020,255100,311559,5401,-16,-4,25,-8,-34,4,0,0,0
77,10/7/2020,256362,314788,5442,-20,-8,-1,-12,-34,5,0,0,0
77,10/8/2020,257703,318111,5497,-20,-8,2,-12,-34,5,0,0,0
77,10/9/2020,259127,321812,5530,-27,-16,-33,-18,-36,7,0,0,0
77,10/10/2020,260433,325917,5560,-23,-13,-18,-9,-13,-2,0,0,0
77,10/11/2020,261619,330418,5595,-20,-8,6,-4,-7,-5,0,0,0
77,10/12/2020,262750,334813,5629,-25,-12,-15,-17,-35,7,0,0,0
77,10/13/2020,264500,339431,5687,-20,-7,10,-14,-35,6,0,0,0
77,10/14/2020,266470,344004,5739,-20,-7,13,-13,-34,6,0,0,0
77,10/15/2020,268423,347946,5796,-20,-6,1,-14,-35,6,0,0,0
77,10/16/2020,270226,352995,5850,-26,-14,-36,-19,-36,8,0,0,0
77,10/17/2020,272227,357643,5906,-24,-14,-39,-13,-15,0,0,0,0
77,10/18/2020,273881,362253,5958,-27,-14,-53,-17,-13,-1,0,0,0
77,10/19/2020,275648,367629,6009,-24,-11,-27,-19,-32,8,0,0,0
77,10/20/2020,277608,372628,6058,-24,-10,-30,-18,-33,8,0,0,0
77,10/21/2020,279973,377017,6121,-25,-11,-33,-18,-32,9,0,0,0
77,10/22/2020,282492,381430,6187,-26,-13,-31,-19,-32,9,0,0,0
77,10/23/2020,285271,386908,6249,-24,-8,-20,-17,-32,8,0,0,0
77,10/24/2020,287910,391361,6312,-23,-11,-30,-11,-13,0,0,0,0
77,10/25/2020,290524,395816,6380,-20,-5,-12,-7,-8,-2,0,0,0
77,10/26/2020,293205,401040,6442,-24,-10,-12,-18,-31,8,0,0,0
77,10/27/2020,296474,405352,6503,-22,-7,-6,-16,-32,8,0,0,0
77,10/28/2020,300051,409022,6578,-23,-8,-8,-17,-31,8,0,0,0
77,10/29/2020,303831,413928,6644,-24,-9,-12,-18,-31,8,0,0,0
77,10/30/2020,307816,419196,6713,-26,-10,-23,-19,-32,9,0,0,0
77,10/31/2020,311450,424148,6768,-24,-12,-31,-13,-12,1,0,0,0
77,11/1/2020,314791,429409,6820,-27,-12,-38,-15,-10,0,0,0,0
77,11/2/2020,318032,434205,6873,-27,-12,-23,-21,-32,9,0,0,0
77,11/3/2020,321679,439355,6936,-20,-4,-10,-16,-33,8,0,0,0
77,11/4/2020,325531,445181,7004,-20,-8,5,-36,-70,20,0,0,0
77,11/5/2020,329201,450436,7071,-28,-12,-27,-22,-32,10,0,0,0
77,11/6/2020,332984,456689,7140,-28,-13,-33,-22,-33,10,0,0,0
77,11/7/2020,336659,462518,7215,-26,-13,-32,-16,-13,2,0,0,0
77,11/8/2020,339913,468269,7289,-30,-16,-48,-20,-10,1,0,0,0
77,11/9/2020,343226,475166,7361,-26,-12,-27,-21,-31,9,0,0,0
77,11/10/2020,346889,481068,7429,-24,-9,-28,-20,-31,9,0,0,0
77,11/11/2020,350746,485545,7502,-25,-10,-33,-21,-31,10,0,0,0
77,11/12/2020,354705,491542,7573,-24,-10,-27,-21,-31,10,0,0,0
77,11/13/2020,358924,497516,7643,-26,-10,-32,-22,-33,10,0,0,0
77,11/14/2020,363347,503943,7712,-26,-12,-44,-17,-14,2,0,0,0
77,11/15/2020,367613,510214,7787,-25,-9,-39,-15,-9,0,0,0,0
77,11/16/2020,371857,516574,7859,-27,-13,-34,-24,-33,10,0,0,0
77,11/17/2020,377131,522456,7933,-26,-12,-31,-23,-34,10,0,0,0
77,11/18/2020,382634,526630,8009,-28,-13,-39,-25,-34,11,0,0,0
77,11/19/2020,388416,533068,8082,-30,-15,-40,-24,-34,12,0,0,0
77,11/20/2020,394252,539970,8159,-29,-12,-36,-23,-34,11,0,0,0
77,11/21/2020,400332,547138,8233,-26,-12,-44,-17,-14,3,0,0,0
77,11/22/2020,405577,553713,8308,-26,-10,-41,-18,-10,2,0,0,0
77,11/23/2020,410641,560579,8379,-28,-14,-26,-23,-33,11,0,0,0
77,11/24/2020,416242,566417,8455,-27,-12,-30,-22,-33,11,0,0,0
77,11/25/2020,422189,571102,8530,-27,-11,-31,-23,-32,11,0,0,0
77,11/26/2020,428418,577177,8603,-26,-11,-29,-22,-32,10,0,0,0
77,11/27/2020,434902,585095,8680,-27,-12,-36,-22,-33,11,0,0,0
77,11/28/2020,441535,592415,8756,-26,-13,-48,-17,-13,3,0,0,0
77,11/29/2020,447111,599213,8828,-26,-10,-45,-17,-9,2,0,0,0
77,11/30/2020,452184,605724,8902,-29,-15,-35,-23,-32,10,0,0,0
77,12/1/2020,458409,612248,8978,-27,-11,-27,-21,-32,10,0,0,0
77,12/2/2020,464984,617439,9053,-28,-12,-33,-24,-31,11,0,0,0
77,12/3/2020,471833,625189,9126,-27,-12,-34,-24,-32,11,0,0,0
77,12/4/2020,478724,632057,9203,-28,-12,-36,-24,-32,11,0,0,0
77,12/5/2020,485308,640050,9277,-25,-12,-44,-18,-12,3,0,0,0
77,12/6/2020,490844,647562,9349,-24,-9,-33,-17,-8,1,0,0,0
77,12/7/2020,495871,654841,9425,-28,-14,-31,-24,-32,10,0,0,0
77,12/8/2020,501403,660073,9496,-27,-12,-28,-23,-31,10,0,0,0
77,12/9/2020,507149,665218,9571,-28,-13,-29,-23,-31,10,0,0,0
77,12/10/2020,512969,671948,9645,-28,-12,-25,-22,-32,10,0,0,0
77,12/11/2020,518889,679163,9722,-28,-13,-30,-22,-32,11,0,0,0
77,12/12/2020,524779,685785,9798,-26,-13,-44,-18,-12,4,0,0,0
77,12/13/2020,529620,692210,9870,-26,-9,-32,-16,-8,2,0,0,0
77,12/14/2020,534552,698084,9945,-29,-15,-26,-22,-31,10,0,0,0
77,12/15/2020,539859,703502,10022,-26,-11,-14,-16,-32,9,0,0,0
77,12/16/2020,545430,708530,10095,-27,-12,-22,-19,-31,10,0,0,0
77,12/17/2020,551207,715241,10171,-27,-12,-22,-19,-31,10,0,0,0
77,12/18/2020,557028,722178,10243,-27,-12,-27,-20,-31,10,0,0,0
77,12/19/2020,562953,728637,10317,-24,-12,-36,-13,-10,3,0,0,0
77,12/20/2020,567743,735900,10394,-23,-7,-25,-11,-5,1,0,0,0
77,12/21/2020,572541,743697,10469,-25,-12,-21,-19,-31,10,0,0,0
77,12/22/2020,577544,750934,10540,-24,-11,-20,-19,-31,9,0,0,0
77,12/23/2020,582772,756586,10613,-24,-11,-26,-19,-30,9,0,0,0
77,12/24/2020,588280,764789,10689,-23,-10,-21,-17,-30,9,0,0,0
77,12/25/2020,593939,772104,10763,-26,-13,-26,-15,-31,9,0,0,0
77,12/26/2020,599541,779584,10840,-22,-9,-38,-8,-4,2,0,0,0
77,12/27/2020,604604,786204,10913,-19,-3,-29,-7,0,1,0,0,0
77,12/28/2020,609770,792457,10989,-17,-5,-18,-15,-32,8,0,0,0
77,12/29/2020,615396,798098,11064,-12,2,-22,-13,-34,7,0,0,0
77,12/30/2020,621292,803203,11136,-9,15,-26,-14,-39,8,0,0,0
77,12/31/2020,627368,809769,11209,-29,2,-22,-40,-70,19,0,0,0
77,1/1/2021,633702,815676,11280,-70,-65,-24,-65,-88,29,50000,0,0
77,1/2/2021,639809,821128,11356,-46,-40,-31,-40,-47,7,50000,0,0
77,1/3/2021,645923,824979,11433,-36,-28,-22,-25,-19,1,50000,0,0
77,1/4/2021,652324,828570,11507,-31,-27,4,-45,-73,18,50000,0,0
77,1/5/2021,659076,833412,11582,-31,-25,1,-44,-72,18,50000,0,0
77,1/6/2021,666282,838554,11652,-33,-23,-5,-44,-71,18,50000,0,0
77,1/7/2021,673692,843425,11728,-38,-30,3,-49,-76,20,50000,0,0
77,1/8/2021,680759,848452,11799,-39,-31,-18,-47,-72,20,50000,0,0
77,1/9/2021,688061,853352,11873,-38,-29,-41,-30,-21,4,50000,0,0
77,1/10/2021,695106,857568,11950,-35,-20,-38,-24,-7,3,50000,0,0
77,1/11/2021,701790,862214,12025,-33,-20,-30,-28,-32,11,50000,0,0
77,1/12/2021,708568,867215,12097,-31,-18,-30,-27,-33,10,50000,0,0
77,1/13/2021,715438,871535,12173,-33,-19,-40,-29,-33,9,50000,0,0
77,1/14/2021,722487,877428,12241,-37,-25,-37,-27,-36,9,140000,0,0
77,1/15/2021,729089,882962,12322,-36,-25,-44,-30,-37,9,140000,0,0
77,1/16/2021,734728,887636,12401,-38,-26,-60,-28,-20,4,140000,0,0
77,1/17/2021,739340,891648,12468,-36,-22,-56,-29,-15,2,140000,0,0
77,1/18/2021,743349,895327,12541,-37,-26,-39,-28,-34,9,190000,0,0
77,1/19/2021,747881,898442,12625,-34,-22,-30,-26,-34,8,200000,0,0
77,1/20/2021,752651,900894,12690,-34,-20,-35,-25,-32,8,200000,0,0
77,1/21/2021,757871,904352,12759,-34,-21,-31,-24,-32,7,220000,0,0
77,1/22/2021,763500,907389,12831,-32,-19,-33,-23,-31,7,220000,0,0
77,1/23/2021,769433,910057,12895,-31,-20,-48,-21,-15,3,220000,0,0
77,1/24/2021,774550,913126,12969,-31,-17,-43,-22,-11,1,220000,0,0
77,1/25/2021,779824,915508,13030,-30,-18,-28,-22,-30,7,220000,0,0
77,1/26/2021,785396,917825,13100,-30,-18,-28,-21,-30,7,220000,0,0
77,1/27/2021,791320,919662,13175,-30,-18,-31,-22,-28,7,220000,0,0
77,1/28/2021,797462,922559,13237,-31,-18,-32,-21,-29,7,320000,0,0
77,1/29/2021,803642,925358,13300,-30,-16,-36,-21,-29,7,320000,0,0
77,1/30/2021,809226,927788,13368,-27,-17,-47,-20,-15,2,320000,0,0
77,1/31/2021,814728,930072,13434,-28,-14,-38,-18,-10,1,320000,0,0
77,2/1/2021,819611,932109,13495,-30,-17,-27,-19,-28,6,320000,0,0
77,2/2/2021,824623,933810,13569,-28,-15,-23,-18,-28,6,320000,0,0
77,2/3/2021,829844,935355,13634,-30,-17,-36,-21,-27,7,320000,0,0
77,2/4/2021,835168,937450,13701,-29,-16,-32,-20,-27,6,400000,0,0
77,2/5/2021,839832,939482,13772,-29,-17,-43,-20,-28,7,400000,0,0
77,2/6/2021,844165,941696,13832,-29,-19,-62,-23,-16,3,400000,0,0
77,2/7/2021,847822,943724,13896,-29,-17,-54,-24,-13,2,400000,0,0
77,2/8/2021,851171,945452,13958,-31,-20,-41,-21,-27,7,400000,0,0
77,2/9/2021,854725,947036,14031,-30,-18,-43,-20,-27,7,400000,0,0
77,2/10/2021,858358,948477,14099,-28,-16,-42,-18,-27,7,400000,0,0
77,2/11/2021,861916,950517,14160,-27,-14,-39,-18,-26,7,500000,0,0
77,2/12/2021,865100,952656,14223,-32,-20,-44,-17,-28,8,500000,0,0
77,2/13/2021,867780,954619,14290,-34,-21,-60,-16,-20,6,500000,0,0
77,2/14/2021,869869,956178,14348,-27,-14,-51,-14,-12,3,500000,0,0
77,2/15/2021,871836,957996,14404,-28,-16,-34,-12,-27,6,500000,0,0
77,2/16/2021,873898,959405,14464,-27,-15,-36,-13,-27,6,500000,0,0
77,2/17/2021,876141,960687,14523,-27,-13,-35,-13,-26,6,555000,0,0
