Region,Date,Recoveries,Cases,Deaths,Retail_&_Recreation,Grocery_&_Pharmacy,Parks,Transit_stations,Workplaces,Residential,Vaccinated,Fully_Vaccinated,Revaccinated
78,2/19/2022,1111026,1360210,31176,-17,-5,-23,-6,-12,2,3141000,2969873,240000
78,2/20/2022,1120169,1376809,31258,-15,-1,-1,-5,-9,0,3141000,2973955,240000
78,2/21/2022,1127097,1385852,31338,-16,-3,-13,-6,-15,4,3141000,2976459,240000
78,2/22/2022,1148975,1392427,31419,-9,3,-12,-2,-15,3,3141000,2977756,240000
78,2/23/2022,1174609,1402221,31502,-9,-4,-9,-34,-72,20,3141000,2981900,240000
78,2/24/2022,1181200,1410963,31581,-24,-10,-22,-10,-15,5,3141000,2981900,240000
78,2/25/2022,1201560,1418535,31656,-24,-7,-27,-9,-14,5,3141000,2986838,240000
78,2/26/2022,1224962,1425944,31732,-18,-4,-17,-5,-9,2,3141000,2991572,240000
78,2/27/2022,1232306,1432386,31813,-17,0,9,-2,-6,-1,3141000,2991572,240000
78,2/28/2022,1237508,1437795,31891,-20,-3,-14,-6,-14,4,3141000,2991572,240000
78,3/1/2022,1256953,1441216,31968,-17,-1,-8,-4,-14,3,3141000,2991572,240000
78,3/2/2022,1277277,1445730,32034,-17,1,-11,-4,-15,3,3141000,2991572,240000
78,3/3/2022,1294568,1449292,32099,-17,1,-20,-6,-14,3,3141000,3004236,240000
78,3/4/2022,1304253,1452714,32168,-22,-2,-27,-8,-12,5,3141000,3004236,240000
78,3/5/2022,1314175,1456195,32229,-18,1,-20,23,120,-9,3141000,3009637,240000
78,3/6/2022,1325346,1459350,32294,-8,8,8,6,-2,-4,3141000,3009637,240000
54,3/12/2020,0,0,0,6,7,0,4,5,0,0,0,0
54,3/13/2020,0,0,0,12,13,19,14,5,-2,0,0,0
54,3/14/2020,0,0,0,15,12,11,17,10,-1,0,0,0
54,3/15/2020,0,0,0,12,15,7,14,6,-1,0,0,0
54,3/16/2020,0,0,0,7,12,19,10,4,0,0,0,0
54,3/17/2020,0,0,0,6,18,14,9,2,0,0,0,0
54,3/18/2020,0,1,0,2,11,3,1,-9,3,0,0,0
54,3/19/2020,0,2,0,-1,8,-1,-2,-9,3,0,0,0
54,3/20/2020,0,4,0,1,8,-3,2,-11,3,0,0,0
54,3/21/2020,0,4,0,-4,3,2,1,-17,2,0,0,0
54,3/22/2020,0,4,0,-15,-5,-36,-9,-1,2,0,0,0
54,3/23/2020,0,4,0,-2,2,-1,-8,-13,4,0,0,0
54,3/24/2020,0,4,0,-5,1,2,-6,-14,4,0,0,0
54,3/25/2020,0,4,0,-2,4,-4,-8,-14,4,0,0,0
54,3/26/2020,0,5,0,-5,5,-7,-11,-15,4,0,0,0
54,3/27/2020,0,5,0,-7,7,-15,-8,-15,4,0,0,0
54,3/28/2020,0,7,0,-28,-2,-14,-13,-23,5,0,0,0
54,3/29/2020,0,8,0,-40,-9,-16,-21,-12,3,0,0,0
54,3/30/2020,0,9,0,-39,-12,-7,-31,-43,15,0,0,0
54,3/31/2020,0,9,0,-38,-2,-15,-33,-47,15,0,0,0
54,4/1/2020,2,10,0,-62,-33,-47,-55,-61,24,0,0,0
54,4/2/2020,2,10,0,-59,-31,-43,-55,-62,24,0,0,0
54,4/3/2020,2,10,0,-56,-23,-41,-50,-60,24,0,0,0
54,4/4/2020,2,10,0,-59,-27,-31,-45,-48,12,0,0,0
54,4/5/2020,2,11,0,-58,-23,-24,-41,-31,7,0,0,0
54,4/6/2020,2,11,0,-43,-16,-13,-37,-42,16,0,0,0
54,4/7/2020,2,11,0,-42,-13,-2,-34,-43,16,0,0,0
54,4/8/2020,2,13,0,-45,-18,-33,-41,-42,16,0,0,0
54,4/9/2020,2,18,0,-44,-17,-30,-40,-42,17,0,0,0
54,4/10/2020,8,21,0,-41,-11,-33,-34,-41,15,0,0,0
54,4/11/2020,10,28,0,-46,-14,-12,-30,-38,8,0,0,0
54,4/12/2020,10,28,0,-46,-10,-6,-27,-22,3,0,0,0
54,4/13/2020,10,36,0,-37,-12,-7,-32,-37,14,0,0,0
54,4/14/2020,10,36,0,-34,-6,14,-29,-37,13,0,0,0
54,4/15/2020,11,53,0,-37,-10,-17,-33,-37,14,0,0,0
54,4/16/2020,14,64,1,-33,-6,-10,-31,-37,14,0,0,0
54,4/17/2020,14,76,2,-30,2,9,-23,-37,11,0,0,0
54,4/18/2020,16,86,2,-38,-1,15,-21,-34,4,0,0,0
54,4/19/2020,16,108,3,-50,-18,20,-26,-24,-1,0,0,0
54,4/20/2020,16,132,3,-34,-12,32,-28,-35,11,0,0,0
54,4/21/2020,16,135,4,-33,-7,36,-26,-35,11,0,0,0
54,4/22/2020,20,151,4,-33,-6,34,-27,-36,10,0,0,0
54,4/23/2020,23,168,4,-32,-6,23,-28,-36,10,0,0,0
54,4/24/2020,24,209,4,-33,-4,12,-25,-35,9,0,0,0
54,4/25/2020,24,247,4,-43,-15,-6,-27,-34,4,0,0,0
54,4/26/2020,39,305,4,-42,-10,17,-21,-18,-2,0,0,0
54,4/27/2020,39,347,4,-31,-7,24,-26,-33,9,0,0,0
54,4/28/2020,53,407,4,-37,-13,-16,-33,-35,12,0,0,0
54,4/29/2020,63,436,4,-35,-10,-2,-29,-34,11,0,0,0
54,4/30/2020,78,471,4,-23,3,26,-18,-33,6,0,0,0
54,5/1/2020,80,526,5,-41,-14,-21,-41,-71,17,0,0,0
54,5/2/2020,105,569,7,-47,-21,-1,-31,-40,3,0,0,0
54,5/3/2020,119,620,7,-44,-12,24,-20,-14,-6,0,0,0
54,5/4/2020,150,681,9,-45,-25,-40,-51,-68,18,0,0,0
54,5/5/2020,179,746,9,-39,-15,-19,-44,-66,20,0,0,0
54,5/6/2020,184,809,11,-38,-15,-24,-36,-37,13,0,0,0
54,5/7/2020,240,876,12,-31,-7,9,-29,-37,11,0,0,0
54,5/8/2020,262,949,12,-25,4,36,-17,-36,6,0,0,0
54,5/9/2020,306,1025,14,-46,-14,47,-22,-44,-3,0,0,0
54,5/10/2020,307,1100,15,-43,-12,38,-16,-15,-8,0,0,0
54,5/11/2020,314,1171,15,-32,-6,57,-32,-67,8,0,0,0
54,5/12/2020,338,1226,16,-25,1,60,-17,-30,6,0,0,0
54,5/13/2020,404,1300,16,-25,0,63,-19,-31,5,0,0,0
54,5/14/2020,455,1376,16,-23,1,57,-16,-30,5,0,0,0
54,5/15/2020,526,1447,18,-23,4,61,-11,-30,3,0,0,0
54,5/16/2020,610,1511,20,-37,-11,30,-17,-31,-2,0,0,0
54,5/17/2020,638,1581,20,-36,-6,56,-10,-10,-9,0,0,0
54,5/18/2020,666,1652,20,-21,2,83,-15,-29,4,0,0,0
54,5/19/2020,692,1728,22,-23,1,81,-14,-29,4,0,0,0
54,5/20/2020,730,1805,22,-24,-2,44,-16,-30,5,0,0,0
54,5/21/2020,773,1881,23,-26,-6,11,-21,-31,8,0,0,0
54,5/22/2020,826,1960,25,-23,2,39,-10,-29,4,0,0,0
54,5/23/2020,882,2043,27,-33,-8,84,-6,-27,-5,0,0,0
54,5/24/2020,891,2124,29,-37,-10,42,-10,-9,-9,0,0,0
54,5/25/2020,891,2213,29,-24,-3,39,-17,-29,6,0,0,0
54,5/26/2020,892,2300,30,-25,-3,47,-14,-28,5,0,0,0
54,5/27/2020,902,2397,31,-24,-4,25,-17,-28,6,0,0,0
54,5/28/2020,955,2493,31,-20,0,49,-13,-27,5,0,0,0
54,5/29/2020,1017,2596,31,-22,2,45,-8,-27,3,0,0,0
54,5/30/2020,1089,2705,32,-34,-10,36,-11,-24,-3,0,0,0
54,5/31/2020,1119,2809,32,-38,-11,-9,-19,-9,-4,0,0,0
54,6/1/2020,1129,2914,33,-14,6,66,-8,-26,4,0,0,0
54,6/2/2020,1214,3020,34,-20,1,51,-10,-26,5,0,0,0
54,6/3/2020,1235,3122,34,-20,-1,40,-13,-27,5,0,0,0
54,6/4/2020,1262,3226,36,-19,0,46,-11,-27,4,0,0,0
54,6/5/2020,1306,3334,38,-23,0,8,-13,-28,5,0,0,0
54,6/6/2020,1356,3441,40,-30,-7,38,-7,-25,-1,0,0,0
54,6/7/2020,1369,3546,41,-30,-2,73,-1,-3,-8,0,0,0
54,6/8/2020,1386,3648,42,-21,-3,48,-13,-26,4,0,0,0
54,6/9/2020,1455,3752,44,-17,3,84,-6,-25,3,0,0,0
54,6/10/2020,1552,3858,46,-19,1,35,-13,-27,4,0,0,0
54,6/11/2020,1791,3960,48,-8,14,89,0,-26,-1,0,0,0
54,6/12/2020,1907,4069,50,-25,-2,96,-15,-64,4,0,0,0
54,6/13/2020,2050,4177,53,-39,-18,69,-13,-28,-6,0,0,0
54,6/14/2020,2148,4285,55,-32,-5,42,-5,-1,-11,0,0,0
54,6/15/2020,2193,4394,57,-12,5,66,-5,-27,3,0,0,0
54,6/16/2020,2276,4497,60,-14,6,81,-3,-26,3,0,0,0
54,6/17/2020,2387,4604,62,-15,4,81,-7,-27,2,0,0,0
54,6/18/2020,2502,4711,63,-17,0,55,-9,-27,3,0,0,0
54,6/19/2020,2630,4819,65,-19,2,28,-8,-28,3,0,0,0
54,6/20/2020,2715,4928,68,-29,-9,35,-6,-22,-3,0,0,0
54,6/21/2020,2769,5033,70,-28,-2,72,2,2,-9,0,0,0
54,6/22/2020,2790,5142,72,-14,3,91,-4,-28,2,0,0,0
54,6/23/2020,2893,5248,76,-13,7,107,0,-27,0,0,0,0
54,6/24/2020,3034,5356,78,-18,-1,125,-13,-57,7,0,0,0
54,6/25/2020,3058,5458,82,-15,2,79,-5,-28,1,0,0,0
54,6/26/2020,3216,5566,83,-17,3,61,-1,-28,-1,0,0,0
54,6/27/2020,3302,5671,87,-33,-13,90,-1,-23,-8,0,0,0
54,6/28/2020,3368,5769,91,-32,-10,18,-5,-2,-11,0,0,0
54,6/29/2020,3392,5876,93,-13,2,71,-5,-28,2,0,0,0
54,6/30/2020,3496,5985,96,-10,8,108,4,-27,-1,0,0,0
54,7/1/2020,3618,6085,99,-10,4,100,-9,-59,6,0,0,0
54,7/2/2020,3714,6177,101,-15,-2,53,-4,-29,2,0,0,0
54,7/3/2020,3852,6282,105,-13,5,74,1,-29,-1,0,0,0
54,7/4/2020,4040,6393,105,-28,-10,95,4,-23,-8,0,0,0
54,7/5/2020,4071,6505,112,-29,-7,56,4,-3,-13,0,0,0
54,7/6/2020,4145,6611,116,-11,2,72,-3,-31,1,0,0,0
54,7/7/2020,4300,6724,120,-11,3,105,0,-30,1,0,0,0
54,7/8/2020,4507,6831,124,-13,1,104,-3,-30,-1,0,0,0
54,7/9/2020,4677,6932,128,-15,-2,60,-6,-31,1,0,0,0
54,7/10/2020,4869,7043,133,-12,4,52,1,-31,-1,0,0,0
54,7/11/2020,5083,7153,137,-23,-8,82,4,-24,-8,0,0,0
54,7/12/2020,5164,7274,142,-26,-6,84,9,-2,-15,0,0,0
54,7/13/2020,5199,7386,146,-9,3,78,-3,-32,0,0,0,0
54,7/14/2020,5367,7505,148,-9,3,109,2,-32,-1,0,0,0
54,7/15/2020,5557,7608,152,-6,6,87,2,-31,-2,0,0,0
54,7/16/2020,5779,7728,155,-6,5,94,1,-31,-2,0,0,0
54,7/17/2020,5868,7845,160,-11,5,96,5,-33,-5,0,0,0
54,7/18/2020,6014,7959,163,-26,-10,104,6,-26,-11,0,0,0
54,7/19/2020,6148,8077,168,-25,-4,89,9,-4,-16,0,0,0
54,7/20/2020,6203,8186,171,-7,5,98,0,-32,-1,0,0,0
54,7/21/2020,6299,8288,177,-7,4,75,0,-31,0,0,0,0
54,7/22/2020,6390,8401,179,-9,1,60,-3,-32,0,0,0,0
54,7/23/2020,6498,8511,184,-6,3,77,-1,-31,-1,0,0,0
54,7/24/2020,6615,8616,190,-8,4,92,3,-31,-3,0,0,0
54,7/25/2020,6727,8717,196,-21,-9,59,0,-27,-5,0,0,0
54,7/26/2020,6769,8826,200,-21,-5,41,4,-5,-10,0,0,0
54,7/27/2020,6827,8930,206,-6,3,81,-2,-32,1,0,0,0
54,7/28/2020,7010,9033,211,-8,1,92,0,-31,1,0,0,0
54,7/29/2020,7222,9140,218,-14,-5,29,-5,-32,2,0,0,0
54,7/30/2020,7425,9241,223,-5,4,73,-1,-31,1,0,0,0
54,7/31/2020,7642,9346,230,-11,1,29,-2,-32,0,0,0,0
54,8/1/2020,7830,9444,234,-18,-6,102,7,-26,-8,0,0,0
54,8/2/2020,7922,9548,240,-21,-3,106,11,-4,-14,0,0,0
54,8/3/2020,8006,9654,246,-7,3,110,0,-32,-1,0,0,0
54,8/4/2020,8108,9749,251,-9,2,110,0,-31,-1,0,0,0
54,8/5/2020,8194,9846,255,-9,1,104,-2,-32,-1,0,0,0
54,8/6/2020,8266,9939,262,-9,1,98,-2,-32,-2,0,0,0
54,8/7/2020,8342,10031,269,-10,2,82,1,-32,-3,0,0,0
54,8/8/2020,8426,10130,273,-23,-10,109,4,-27,-9,0,0,0
54,8/9/2020,8459,10182,280,-22,-5,109,10,-6,-15,0,0,0
54,8/10/2020,8487,10269,285,-5,5,128,1,-31,-2,0,0,0
54,8/11/2020,8624,10334,292,-6,5,122,2,-31,-2,0,0,0
54,8/12/2020,8770,10398,297,-5,2,67,-2,-31,0,0,0,0
54,8/13/2020,8922,10451,303,-2,3,65,-2,-32,0,0,0,0
54,8/14/2020,9085,10518,306,-3,4,40,2,-32,-1,0,0,0
54,8/15/2020,9179,10574,309,-8,-3,69,9,-26,-7,0,0,0
54,8/16/2020,9266,10621,312,-6,1,77,16,-5,-11,0,0,0
54,8/17/2020,9333,10674,315,4,6,112,6,-30,-1,0,0,0
54,8/18/2020,9385,10724,319,-2,1,70,4,-29,0,0,0,0
54,8/19/2020,9458,10775,324,-2,0,47,-1,-30,1,0,0,0
54,8/20/2020,9527,10819,329,3,4,57,3,-30,0,0,0,0
54,8/21/2020,9581,10872,335,4,6,82,9,-29,-3,0,0,0
54,8/22/2020,9643,10928,336,-7,-6,53,6,-26,-5,0,0,0
54,8/23/2020,9676,10978,339,-7,-1,44,13,-4,-10,0,0,0
54,8/24/2020,9733,11035,341,4,4,72,6,-28,0,0,0,0
54,8/25/2020,9794,11094,344,6,7,80,8,-28,0,0,0,0
54,8/26/2020,9844,11141,346,1,0,31,1,-27,1,0,0,0
54,8/27/2020,9892,11192,349,6,9,71,6,-27,0,0,0,0
54,8/28/2020,9930,11238,352,7,10,94,14,-27,-3,0,0,0
54,8/29/2020,9973,11289,354,-4,-1,96,15,-24,-8,0,0,0
54,8/30/2020,10022,11344,355,0,7,99,24,-2,-13,0,0,0
54,8/31/2020,10073,11404,358,17,17,122,17,-26,-2,0,0,0
54,9/1/2020,10166,11456,361,10,13,79,11,-29,0,0,0,0
54,9/2/2020,10229,11501,364,-2,4,52,5,-26,0,0,0,0
54,9/3/2020,10287,11551,367,0,6,93,7,-26,-2,0,0,0
54,9/4/2020,10342,11607,371,-1,7,42,8,-26,-2,0,0,0
54,9/5/2020,10413,11670,376,-8,-2,18,4,-26,-4,0,0,0
54,9/6/2020,10470,11727,378,-8,3,20,8,-9,-6,0,0,0
54,9/7/2020,10518,11777,378,1,6,50,6,-27,0,0,0,0
54,9/8/2020,10581,11829,381,-7,0,19,0,-28,2,0,0,0
54,9/9/2020,10640,11885,384,-2,5,41,1,-24,1,0,0,0
54,9/10/2020,10712,11941,387,0,7,64,5,-25,0,0,0,0
54,9/11/2020,10775,11994,389,3,10,66,11,-27,-1,0,0,0
54,9/12/2020,10833,12044,390,-5,0,102,14,-25,-8,0,0,0
54,9/13/2020,10856,12093,394,-6,6,102,20,-3,-12,0,0,0
54,9/14/2020,10875,12148,397,2,8,89,7,-20,0,0,0,0
54,9/15/2020,10934,12207,398,2,9,93,9,-19,-1,0,0,0
54,9/16/2020,11016,12260,401,-1,5,56,4,-20,1,0,0,0
54,9/17/2020,11112,12307,403,-2,3,61,6,-20,0,0,0,0
54,9/18/2020,11205,12356,407,-2,6,46,9,-21,0,0,0,0
54,9/19/2020,11289,12410,410,-4,0,37,8,-20,-2,0,0,0
54,9/20/2020,11323,12471,413,-4,5,115,21,-5,-8,0,0,0
54,9/21/2020,11367,12526,417,4,8,109,11,-19,-1,0,0,0
54,9/22/2020,11455,12587,420,-3,3,53,8,-19,1,0,0,0
54,9/23/2020,11537,12652,425,-8,-1,3,2,-17,2,0,0,0
54,9/24/2020,11610,12715,428,-8,-2,10,1,-17,3,0,0,0
54,9/25/2020,11688,12782,432,-3,4,9,12,-16,1,0,0,0
54,9/26/2020,11772,12854,435,-5,0,23,12,-14,-2,0,0,0
54,9/27/2020,11818,12930,439,-9,1,34,16,-3,-4,0,0,0
54,9/28/2020,11859,12999,441,-4,2,72,14,-14,1,0,0,0
54,9/29/2020,11922,13070,445,-11,-4,17,7,-15,3,0,0,0
54,9/30/2020,11973,13147,449,-4,3,25,9,-14,2,0,0,0
54,10/1/2020,12022,13229,454,-7,2,18,5,-13,2,0,0,0
54,10/2/2020,12064,13314,457,-5,4,20,15,-14,0,0,0,0
54,10/3/2020,12117,13393,461,-6,0,52,19,-15,-4,0,0,0
54,10/4/2020,12149,13470,464,-9,2,33,21,-7,-5,0,0,0
54,10/5/2020,12177,13543,469,-6,2,5,10,-15,3,0,0,0
54,10/6/2020,12231,13621,473,-9,0,1,8,-16,3,0,0,0
54,10/7/2020,12294,13703,476,-12,-3,-8,4,-14,4,0,0,0
54,10/8/2020,12352,13790,481,-10,-2,2,6,-15,4,0,0,0
54,10/9/2020,12398,13877,483,-7,3,-8,10,-15,3,0,0,0
54,10/10/2020,12440,13972,488,-6,1,-14,13,-13,1,0,0,0
54,10/11/2020,12471,14090,491,-11,1,-18,11,-7,0,0,0,0
54,10/12/2020,12508,14205,496,-12,-1,2,6,-16,5,0,0,0
54,10/13/2020,12603,14319,501,-12,2,6,7,-16,5,0,0,0
54,10/14/2020,12701,14439,507,-9,2,19,7,-15,5,0,0,0
54,10/15/2020,12797,14566,513,-10,1,-4,3,-16,5,0,0,0
54,10/16/2020,12889,14695,519,-7,6,0,9,-16,4,0,0,0
54,10/17/2020,12977,14830,524,-7,3,43,14,-14,0,0,0,0
54,10/18/2020,13033,14979,528,-15,-2,-16,5,-8,1,0,0,0
54,10/19/2020,13081,15136,533,-13,0,-9,-1,-18,7,0,0,0
54,10/20/2020,13167,15320,539,-14,1,2,1,-18,7,0,0,0
54,10/21/2020,13259,15506,542,-12,4,29,4,-17,6,0,0,0
54,10/22/2020,13353,15686,548,-17,-3,-15,-4,-19,8,0,0,0
54,10/23/2020,13451,15861,552,-13,3,-15,3,-19,7,0,0,0
54,10/24/2020,13538,16040,557,-13,0,-15,4,-15,4,0,0,0
54,10/25/2020,13593,16221,560,-17,-1,-22,4,-9,2,0,0,0
54,10/26/2020,13651,16398,566,-18,-5,-23,-4,-26,10,0,0,0
54,10/27/2020,13766,16581,569,-15,1,15,2,-26,9,0,0,0
54,10/28/2020,13924,16761,574,-20,-6,-27,-9,-26,10,0,0,0
54,10/29/2020,14088,16939,578,-17,-4,-14,-9,-27,10,0,0,0
54,10/30/2020,14230,17124,583,-16,0,-13,0,-27,9,0,0,0
54,10/31/2020,14391,17306,586,-16,-3,-17,-1,-24,5,0,0,0
54,11/1/2020,14445,17483,590,-21,-4,-18,-1,-10,3,0,0,0
54,11/2/2020,14501,17662,596,-19,-5,-11,-8,-28,10,0,0,0
54,11/3/2020,14648,17844,600,-15,1,-1,-5,-28,9,0,0,0
54,11/4/2020,14820,18025,603,-16,-5,-14,-25,-65,22,0,0,0
54,11/5/2020,14953,18205,609,-22,-9,-22,-14,-28,11,0,0,0
54,11/6/2020,15124,18381,612,-18,-3,-19,-6,-28,10,0,0,0
54,11/7/2020,15292,18562,617,-17,-3,7,-3,-24,5,0,0,0
54,11/8/2020,15390,18739,621,-20,-2,29,3,-7,2,0,0,0
54,11/9/2020,15442,18913,625,-18,-5,-10,-10,-26,10,0,0,0
54,11/10/2020,15615,19092,630,-19,-5,-24,-11,-26,10,0,0,0
54,11/11/2020,15791,19277,633,-16,-2,-20,-8,-26,10,0,0,0
54,11/12/2020,15935,19455,640,-14,-1,-11,-8,-25,9,0,0,0
54,11/13/2020,16063,19639,644,-12,2,-12,2,-25,8,0,0,0
54,11/14/2020,16224,19825,648,-10,1,-12,4,-22,5,0,0,0
54,11/15/2020,16307,20001,655,-14,1,-13,4,-6,2,0,0,0
54,11/16/2020,16379,20175,660,-16,-3,-3,-1,-22,8,0,0,0
54,11/17/2020,16515,20354,666,-18,-3,-11,-2,-22,8,0,0,0
54,11/18/2020,16669,20536,670,-18,-5,-25,-8,-21,9,0,0,0
54,11/19/2020,16836,20712,677,-18,-5,-21,-10,-21,9,0,0,0
54,11/20/2020,17013,20898,682,-15,1,-19,-3,-21,8,0,0,0
54,11/21/2020,17169,21081,687,-16,-3,-20,-3,-20,5,0,0,0
54,11/22/2020,17263,21259,693,-20,-2,-16,-1,-6,3,0,0,0
54,11/23/2020,17329,21431,698,-19,-5,-13,-8,-20,9,0,0,0
54,11/24/2020,17447,21606,704,-19,-4,-9,-8,-20,8,0,0,0
54,11/25/2020,17617,21785,711,-17,-3,-18,-8,-19,8,0,0,0
54,11/26/2020,17810,21972,717,-16,-5,-14,-7,-19,8,0,0,0
54,11/27/2020,17998,22153,724,-13,0,-18,-1,-18,7,0,0,0
54,11/28/2020,18194,22332,730,-14,-3,-18,0,-17,4,0,0,0
54,11/29/2020,18298,22508,736,-17,-3,-19,1,-4,2,0,0,0
54,11/30/2020,18408,22687,743,-18,-6,-15,-6,-18,8,0,0,0
54,12/1/2020,18574,22864,750,-19,-6,-16,-7,-18,8,0,0,0
54,12/2/2020,18753,23046,756,-19,-7,-22,-11,-17,8,0,0,0
54,12/3/2020,18907,23232,764,-18,-6,-12,-9,-17,8,0,0,0
54,12/4/2020,19102,23408,771,-16,-3,-5,-1,-17,7,0,0,0
54,12/5/2020,19300,23587,779,-16,-5,-23,-3,-16,5,0,0,0
54,12/6/2020,19408,23767,786,-20,-5,-27,-4,-5,3,0,0,0
54,12/7/2020,19502,23945,792,-19,-8,-21,-8,-17,7,0,0,0
54,12/8/2020,19699,24119,798,-21,-7,-7,-2,-15,7,0,0,0
54,12/9/2020,19891,24287,806,-20,-8,-17,-6,-15,7,0,0,0
54,12/10/2020,20081,24457,813,-18,-6,-4,-1,-15,7,0,0,0
54,12/11/2020,20297,24629,820,-13,1,-7,5,-12,5,0,0,0
54,12/12/2020,20521,24798,826,-12,0,-8,6,-8,3,0,0,0
54,12/13/2020,20642,24966,833,-16,-1,-16,5,-2,2,0,0,0
54,12/14/2020,20738,25136,839,-16,-4,-7,-2,-13,6,0,0,0
54,12/15/2020,20944,25304,846,-15,-2,-2,1,-12,5,0,0,0
54,12/16/2020,21159,25467,853,-14,-3,-13,-2,-11,6,0,0,0
54,12/17/2020,21367,25634,860,-15,-5,-3,-3,-12,6,0,0,0
54,12/18/2020,21570,25805,866,-12,-1,-14,3,-11,5,0,0,0
54,12/19/2020,21798,25971,874,-9,0,-7,7,-5,2,0,0,0
54,12/20/2020,21907,26140,881,-11,3,-6,12,0,1,0,0,0
54,12/21/2020,22005,26305,888,-13,-4,-11,0,-11,5,0,0,0
54,12/22/2020,22221,26471,895,-12,-2,-7,2,-11,5,0,0,0
54,12/23/2020,22454,26632,902,-11,-1,6,10,-10,4,0,0,0
54,12/24/2020,22683,26790,909,-7,3,8,12,-10,4,1280,0,0
54,12/25/2020,22900,26955,918,-9,1,-11,9,-9,3,1280,0,0
54,12/26/2020,23131,27115,925,-24,-14,-42,-11,-15,7,1280,0,0
54,12/27/2020,23224,27272,933,-32,-18,-53,-15,-5,7,1280,0,0
54,12/28/2020,23319,27427,941,-11,-1,-23,-1,-20,9,1280,0,0
54,12/29/2020,23533,27583,950,6,19,16,21,-16,3,1280,0,0
54,12/30/2020,23758,27736,958,15,37,6,21,-24,4,1900,0,0
54,12/31/2020,23996,27885,967,-17,12,-28,-23,-66,17,1900,0,0
54,1/1/2021,24240,28037,974,-73,-64,-60,-63,-88,26,1900,0,0
54,1/2/2021,24367,28191,983,-50,-43,-59,-42,-60,11,1900,0,0
54,1/3/2021,24518,28341,991,-36,-26,-51,-20,-25,5,1900,0,0
54,1/4/2021,24711,28487,1000,-22,-20,-38,-32,-70,21,1900,0,0
54,1/5/2021,24898,28629,1008,-22,-19,-34,-31,-68,20,1900,0,0
54,1/6/2021,25107,28770,1015,-19,-11,-21,-26,-66,19,1900,0,0
54,1/7/2021,25328,28916,1024,-29,-23,-19,-35,-74,21,1900,0,0
54,1/8/2021,25420,29059,1031,-25,-20,-24,-27,-66,20,1900,0,0
54,1/9/2021,25623,29198,1040,-31,-23,-40,-21,-29,8,1900,0,0
54,1/10/2021,25734,29338,1047,-28,-14,-8,-5,-2,4,1900,0,0
54,1/11/2021,25923,29476,1055,-19,-7,2,-4,-18,7,1900,0,0
54,1/12/2021,26137,29612,1064,-24,-12,-20,-12,-19,8,1900,0,0
54,1/13/2021,26365,29752,1073,-24,-11,-30,-14,-19,7,2670,0,0
54,1/14/2021,26597,29896,1081,-26,-16,-29,-18,-22,7,2670,0,0
54,1/15/2021,26823,30035,1089,-23,-11,-25,-8,-23,5,2670,0,0
54,1/16/2021,27060,30181,1098,-21,-13,-8,-7,-26,2,2670,0,0
54,1/17/2021,27161,30323,1105,-23,-11,6,-5,-10,0,2670,0,0
54,1/18/2021,27258,30461,1114,-23,-11,2,-7,-17,4,4194,0,0
54,1/19/2021,27446,30603,1122,-25,-14,-9,-8,-17,4,4194,0,0
54,1/20/2021,27655,30747,1129,-28,-16,-26,-18,-17,6,5000,0,0
54,1/21/2021,27878,30894,1139,-23,-11,-16,-11,-16,5,5806,0,0
54,1/22/2021,28089,31034,1148,-21,-9,-19,-7,-15,4,5806,0,0
54,1/23/2021,28307,31171,1155,-21,-11,-27,-7,-12,3,5806,0,0
54,1/24/2021,28401,31306,1165,-35,-21,-55,-24,-10,4,5806,0,0
54,1/25/2021,28491,31440,1173,-41,-29,-48,-31,-27,12,9748,0,0
54,1/26/2021,28688,31571,1183,-36,-23,-42,-26,-24,11,9748,0,0
54,1/27/2021,28896,31709,1191,-20,-8,-6,-1,-13,4,9748,0,0
54,1/28/2021,29110,31843,1201,-20,-9,-2,-3,-14,4,14146,2500,0
54,1/29/2021,29330,31982,1209,-18,-6,13,7,-13,3,14610,2613,0
54,1/30/2021,29558,32118,1216,-17,-7,-15,-3,-11,2,14610,2613,0
54,1/31/2021,29655,32251,1225,-24,-11,-32,-8,-5,2,14610,2613,0
54,2/1/2021,29747,32385,1233,-21,-9,-16,-7,-14,5,14610,2613,0
54,2/2/2021,29949,32517,1243,-21,-8,-8,-5,-14,4,14797,2958,0
54,2/3/2021,30155,32652,1250,-23,-11,-16,-8,-14,5,14797,2958,0
54,2/4/2021,30368,32786,1260,-20,-9,-8,-6,-14,4,15000,2958,0
54,2/5/2021,30587,32917,1267,-17,-4,-15,-1,-14,4,16781,3416,0
54,2/6/2021,30794,33044,1273,-15,-5,5,1,-12,2,16781,3416,0
54,2/7/2021,30885,33169,1281,-22,-7,-14,-2,-8,1,16781,3416,0
54,2/8/2021,30979,33297,1288,-23,-12,-17,-2,-14,4,16781,3416,0
54,2/9/2021,31194,33427,1296,-24,-11,-15,-1,-14,5,16781,3416,0
54,2/10/2021,31402,33561,1302,-20,-8,-22,-5,-14,5,25000,5000,0
54,2/11/2021,31604,33692,1309,-22,-10,-29,-8,-15,6,30638,6000,0
54,2/12/2021,31707,33819,1315,-20,-6,-31,-6,-16,6,30638,6000,0
54,2/13/2021,31801,33947,1324,-17,-7,-37,-10,-15,4,30638,6000,0
54,2/14/2021,31868,34068,1330,-11,1,-10,6,-3,1,30638,6000,0
